Applicant_ID,Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans,Loan_Amount,Loan_Term_Months,Loan_Purpose,Collateral_Value,City,Loan_to_Income_Ratio,Debt_to_Income_Ratio,Late_Payments_Count,Default_History,Loan_Status
A0604,26,Male,Married,3,Postgraduate,Salaried,344454,542,1,442059,180,Business,746447,Mumbai,1.28,0.26,3,Yes,Rejected
A0605,38,Male,Married,2,Graduate,Salaried,636442,811,1,1390080,24,Personal,840592,Mumbai,2.18,1.19,1,No,Rejected
A0606,25,Female,Married,0,Graduate,Retired,454043,854,0,1103852,36,Education,1365119,Lucknow,2.43,0.81,1,No,Rejected
A0607,45,Female,Married,3,Graduate,Salaried,843198,394,2,1440389,24,Personal,811730,Kolkata,1.71,1.0,4,Yes,Rejected
A0608,22,Female,Married,2,Graduate,Salaried,662927,525,0,935056,12,Education,231946,Indore,1.41,1.41,1,No,Rejected
A0609,30,Female,Single,1,Highschool,Salaried,820343,817,1,781376,24,Business,677551,Kolkata,0.95,0.55,5,Yes,Rejected
A0610,50,Male,Married,2,Graduate,Self-employed,930070,513,2,242108,24,Home,1498756,Bhopal,0.26,0.26,1,No,Rejected
A0611,25,Female,Married,2,Postgraduate,Retired,1120947,366,3,1056740,60,Business,1212740,Kolkata,0.94,0.35,1,No,Rejected
A0612,53,Female,Single,0,Postgraduate,Salaried,1007827,695,1,1293669,180,Education,89407,Ahmedabad,1.28,0.15,1,No,Rejected
A0613,21,Male,Single,0,Graduate,Self-employed,310084,311,1,923375,180,Vehicle,1254905,Bhopal,2.98,0.39,0,No,Rejected
A0614,38,Female,Single,2,Graduate,Self-employed,1214391,536,2,213694,12,Business,497165,Kolkata,0.18,0.27,4,Yes,Rejected
A0615,52,Male,Married,0,Highschool,Salaried,545876,698,1,334456,120,Vehicle,1635377,Kolkata,0.61,0.17,5,Yes,Rejected
A0616,31,Male,Married,0,Postgraduate,Salaried,1229649,706,1,312079,24,Vehicle,837529,Jaipur,0.25,0.18,1,No,Approved
A0617,41,Male,Married,0,Postgraduate,Salaried,673006,779,1,1392845,24,Education,947783,Pune,2.07,1.12,4,Yes,Rejected
A0618,46,Female,Married,3,Graduate,Retired,1057692,521,1,543232,48,Education,1718340,Lucknow,0.51,0.19,2,No,Rejected
A0619,45,Female,Married,3,Postgraduate,Salaried,987839,455,1,516460,180,Home,463238,Bhopal,0.52,0.1,0,No,Rejected
A0620,42,Male,Single,2,Graduate,Self-employed,273568,727,1,223351,24,Medical,559486,Indore,0.82,0.63,1,No,Rejected
A0621,47,Female,Single,0,Graduate,Salaried,1307136,457,1,401129,180,Personal,1273871,Mumbai,0.31,0.07,5,Yes,Rejected
A0622,33,Female,Married,3,Highschool,Self-employed,1164844,715,1,1121480,24,Business,1035702,Delhi,0.96,0.53,0,No,Rejected
A0623,53,Male,Single,2,Graduate,Salaried,1397442,625,3,940268,60,Education,1885005,Chennai,0.67,0.26,5,Yes,Rejected
A0624,54,Male,Single,0,Graduate,Salaried,1399529,670,1,929297,12,Business,996196,Kolkata,0.66,0.71,0,No,Rejected
A0625,55,Female,Married,1,Graduate,Self-employed,961058,643,3,153811,180,Medical,1966647,Mumbai,0.16,0.2,2,No,Rejected
A0626,21,Male,Married,0,Graduate,Self-employed,426024,561,3,366145,36,Medical,978536,Ahmedabad,0.86,0.71,4,Yes,Rejected
A0627,41,Female,Widowed,0,Postgraduate,Self-employed,1429351,582,0,152635,12,Vehicle,1837187,Chennai,0.11,0.11,0,No,Rejected
A0628,26,Female,Divorced,3,Highschool,Salaried,1161858,528,0,120946,48,Personal,1050595,Pune,0.1,0.03,3,Yes,Rejected
A0629,48,Female,Married,2,Graduate,Self-employed,291288,579,3,1083638,12,Home,605743,Mumbai,3.72,4.34,2,No,Rejected
A0630,37,Female,Married,2,Graduate,Salaried,671678,589,3,720140,24,Business,740599,Jaipur,1.07,0.8,3,Yes,Rejected
A0631,25,Male,Married,3,Graduate,Salaried,1085733,346,1,585260,48,Personal,149776,Mumbai,0.54,0.19,2,No,Rejected
A0632,51,Male,Married,0,Graduate,Salaried,214390,513,0,1266305,12,Home,1197678,Pune,5.91,5.91,3,Yes,Rejected
A0633,25,Male,Single,1,Highschool,Salaried,697619,323,2,794519,240,Business,389027,Mumbai,1.14,0.23,3,Yes,Rejected
A0634,58,Male,Married,0,Highschool,Salaried,418547,620,0,1434391,48,Personal,855877,Kolkata,3.43,0.86,5,Yes,Rejected
A0635,23,Female,Married,0,Graduate,Retired,751595,573,3,771810,240,Education,859983,Mumbai,1.03,0.29,0,No,Rejected
A0636,43,Female,Single,1,Graduate,Salaried,427436,855,3,1061862,36,Business,3420,Jaipur,2.48,1.25,0,No,Rejected
A0637,57,Male,Married,3,Highschool,Self-employed,425121,612,1,1468533,12,Personal,846307,Lucknow,3.45,3.6,2,No,Rejected
A0638,57,Female,Married,2,Graduate,Salaried,451063,662,1,196748,180,Medical,178725,Pune,0.44,0.16,4,Yes,Rejected
A0639,30,Female,Single,3,Graduate,Salaried,1273078,679,0,729021,180,Home,541028,Jaipur,0.57,0.04,5,Yes,Rejected
A0640,30,Female,Single,3,Graduate,Salaried,428300,769,1,1058395,120,Personal,1375983,Bhopal,2.47,0.39,0,No,Rejected
A0641,39,Male,Single,0,Postgraduate,Retired,303920,415,2,1275441,24,Education,1678653,Mumbai,4.2,2.49,0,No,Rejected
A0642,37,Male,Single,2,Highschool,Self-employed,1218056,341,2,1494271,240,Business,1013368,Indore,1.23,0.16,5,Yes,Rejected
A0643,41,Male,Single,2,Highschool,Retired,1128252,678,1,1015767,48,Business,982063,Mumbai,0.9,0.28,1,No,Rejected
A0644,34,Female,Married,3,Graduate,Retired,787073,505,2,401364,120,Business,543753,Pune,0.51,0.2,5,Yes,Rejected
A0645,29,Male,Single,1,Graduate,Salaried,800338,765,2,1427878,120,Education,444648,Chennai,1.78,0.33,0,No,Rejected
A0646,21,Male,Married,3,Graduate,Salaried,747026,579,0,967424,60,Home,1576995,Jaipur,1.3,0.26,4,Yes,Rejected
A0647,33,Male,Single,1,Postgraduate,Self-employed,274231,417,2,1045092,240,Business,534940,Indore,3.81,0.63,1,No,Rejected
A0648,24,Male,Divorced,2,Postgraduate,Salaried,273606,536,3,255260,48,Home,458189,Bhopal,0.93,0.89,3,Yes,Rejected
A0649,21,Male,Single,3,Postgraduate,Salaried,1475945,608,3,1372263,120,Personal,1790979,Ahmedabad,0.93,0.21,5,Yes,Rejected
A0650,52,Male,Married,0,Graduate,Salaried,693896,755,0,420974,60,Medical,309815,Bhopal,0.61,0.12,3,Yes,Rejected
A0651,54,Female,Married,3,Graduate,Salaried,356688,774,1,112419,120,Medical,1293865,Jaipur,0.32,0.2,1,No,Approved
A0652,48,Female,Married,2,Graduate,Salaried,695898,399,0,1495652,24,Home,89342,Chennai,2.15,1.07,1,No,Rejected
A0653,51,Male,Single,0,Highschool,Salaried,1216382,560,1,481856,36,Home,1329891,Jaipur,0.4,0.18,1,No,Rejected
A0654,28,Male,Married,0,Graduate,Salaried,362403,604,1,863361,240,Medical,1265777,Delhi,2.38,0.28,2,No,Rejected
A0655,59,Female,Married,1,Highschool,Salaried,901458,653,1,710937,60,Business,1308396,Indore,0.79,0.22,5,Yes,Rejected
A0656,46,Female,Married,0,Postgraduate,Salaried,1274704,585,1,484793,36,Vehicle,1235340,Chennai,0.38,0.17,4,Yes,Rejected
A0657,54,Male,Single,0,Graduate,Salaried,1280132,627,1,1421856,48,Vehicle,58541,Indore,1.11,0.32,4,Yes,Rejected
A0658,23,Male,Single,3,Graduate,Self-employed,1388597,402,0,948934,24,Education,9470,Jaipur,0.68,0.34,3,Yes,Rejected
A0659,32,Male,Married,2,Graduate,Salaried,776250,362,1,1310933,60,Medical,1032657,Lucknow,1.69,0.42,3,Yes,Rejected
A0660,21,Male,Married,1,Highschool,Salaried,717200,581,2,1148025,48,Medical,1765280,Indore,1.6,0.57,3,Yes,Rejected
A0661,25,Female,Married,3,Highschool,Self-employed,1450854,740,2,1271744,120,Education,568596,Delhi,0.88,0.17,5,Yes,Rejected
A0662,50,Male,Married,0,Graduate,Salaried,1484519,592,1,159155,180,Vehicle,1987406,Kolkata,0.11,0.05,0,No,Rejected
A0663,50,Male,Married,0,Highschool,Salaried,1130220,306,2,1165487,12,Personal,135669,Chennai,1.03,1.14,3,Yes,Rejected
A0664,37,Male,Single,1,Graduate,Self-employed,383683,391,3,945484,48,Business,1675704,Delhi,2.46,1.09,1,No,Rejected
A0665,43,Male,Married,2,Postgraduate,Salaried,1444868,489,0,562326,36,Business,161860,Delhi,0.39,0.13,3,Yes,Rejected
A0666,35,Female,Single,1,Postgraduate,Self-employed,732125,775,0,856983,24,Personal,982524,Ahmedabad,1.17,0.59,1,No,Rejected
A0667,57,Female,Married,3,Graduate,Self-employed,1429003,810,1,379934,24,Personal,1098053,Lucknow,0.27,0.17,2,No,Approved
A0668,41,Female,Married,1,Highschool,Salaried,1426947,761,1,576377,48,Vehicle,632549,Mumbai,0.4,0.14,0,No,Approved
A0669,34,Male,Widowed,0,Postgraduate,Salaried,1136663,352,3,498422,120,Education,626754,Lucknow,0.44,0.2,0,No,Rejected
A0670,22,Male,Single,3,Postgraduate,Salaried,1103112,785,1,221937,12,Personal,295215,Pune,0.2,0.26,5,Yes,Rejected
A0671,31,Female,Single,0,Highschool,Salaried,972291,789,2,1233629,240,Education,463819,Ahmedabad,1.27,0.19,5,Yes,Rejected
A0672,59,Male,Single,2,Graduate,Salaried,1233879,663,3,1460670,36,Home,1503715,Jaipur,1.18,0.54,4,Yes,Rejected
A0673,58,Male,Single,0,Highschool,Salaried,826701,411,2,478355,48,Business,70560,Jaipur,0.58,0.29,2,No,Rejected
A0674,54,Female,Single,0,Postgraduate,Salaried,251012,708,0,1448416,48,Vehicle,779680,Bhopal,5.77,1.44,5,Yes,Rejected
A0675,58,Female,Divorced,1,Postgraduate,Salaried,330193,306,2,1118696,180,Business,1834142,Mumbai,3.39,0.59,1,No,Rejected
A0676,54,Female,Single,0,Highschool,Salaried,1176809,496,0,1085730,24,Vehicle,1499284,Pune,0.92,0.46,2,No,Rejected
A0677,38,Female,Single,3,Postgraduate,Salaried,418168,666,2,1139474,36,Home,1473562,Indore,2.72,1.2,0,No,Rejected
A0678,50,Male,Married,3,Graduate,Salaried,348178,549,0,417545,12,Business,1387482,Lucknow,1.2,1.2,1,No,Rejected
A0679,35,Male,Married,2,Postgraduate,Self-employed,258123,894,1,1345874,24,Home,1215047,Chennai,5.21,2.84,2,No,Rejected
A0680,47,Female,Married,3,Graduate,Salaried,311825,539,2,649391,48,Vehicle,514295,Delhi,2.08,0.91,0,No,Rejected
A0681,54,Male,Single,1,Postgraduate,Salaried,1417309,679,0,527479,24,Personal,1292989,Indore,0.37,0.19,5,Yes,Rejected
A0682,58,Female,Married,2,Highschool,Retired,970391,770,2,1460764,24,Business,1237087,Bhopal,1.51,0.88,1,No,Rejected
A0683,53,Female,Single,3,Graduate,Salaried,1473546,754,3,1174401,60,Home,1978649,Lucknow,0.8,0.28,1,No,Rejected
A0684,44,Male,Single,1,Highschool,Salaried,424866,665,1,597393,24,Medical,1575233,Chennai,1.41,0.84,0,No,Rejected
A0685,35,Female,Divorced,3,Postgraduate,Salaried,1224208,589,0,1185847,120,Business,1420683,Bhopal,0.97,0.1,1,No,Rejected
A0686,50,Male,Single,3,Postgraduate,Salaried,1138624,702,3,1225832,24,Business,1277205,Delhi,1.08,0.7,5,Yes,Rejected
A0687,37,Male,Married,0,Postgraduate,Salaried,1399438,357,2,1215009,240,Business,786960,Ahmedabad,0.87,0.13,5,Yes,Rejected
A0688,25,Male,Married,3,Postgraduate,Salaried,782943,820,3,837990,120,Education,1157382,Mumbai,1.07,0.34,5,Yes,Rejected
A0689,49,Male,Single,3,Highschool,Salaried,915003,603,2,1250575,36,Home,1209962,Ahmedabad,1.37,0.59,0,No,Rejected
A0690,24,Female,Married,1,Graduate,Self-employed,378446,414,1,856350,24,Home,627267,Chennai,2.26,1.29,3,Yes,Rejected
A0691,30,Male,Single,1,Highschool,Salaried,898267,509,3,662834,12,Business,935551,Ahmedabad,0.74,0.94,3,Yes,Rejected
A0692,37,Female,Married,0,Highschool,Salaried,1429719,340,1,940597,120,Personal,1854756,Chennai,0.66,0.11,1,No,Rejected
A0693,30,Female,Widowed,3,Highschool,Self-employed,496956,472,0,950122,120,Business,1083685,Pune,1.91,0.19,5,Yes,Rejected
A0694,37,Female,Married,0,Graduate,Salaried,1036002,533,2,546880,48,Education,1586783,Pune,0.53,0.25,1,No,Rejected
A0695,40,Female,Divorced,3,Highschool,Self-employed,1308762,889,2,575551,36,Vehicle,1358218,Kolkata,0.44,0.24,0,No,Approved
A0696,44,Male,Single,2,Highschool,Salaried,1370642,702,1,830559,24,Education,1366528,Kolkata,0.61,0.35,1,No,Approved
A0697,25,Male,Married,2,Highschool,Self-employed,590508,338,1,621727,180,Personal,736152,Ahmedabad,1.05,0.17,4,Yes,Rejected
A0698,54,Female,Single,0,Highschool,Salaried,236160,418,0,136948,12,Business,1643305,Jaipur,0.58,0.58,3,Yes,Rejected
A0699,26,Female,Married,0,Postgraduate,Self-employed,219156,634,3,453351,48,Home,375987,Ahmedabad,2.07,1.34,1,No,Rejected
A0700,22,Male,Widowed,0,Graduate,Retired,1324784,635,2,963204,36,Medical,506775,Ahmedabad,0.73,0.33,1,No,Rejected
A0701,33,Female,Single,1,Postgraduate,Salaried,673196,838,2,646312,240,Business,1385140,Jaipur,0.96,0.23,2,No,Rejected
A0702,31,Male,Married,1,Graduate,Salaried,665536,373,0,879521,120,Personal,1470698,Mumbai,1.32,0.13,1,No,Rejected
A0703,43,Female,Single,1,Highschool,Salaried,873289,490,0,1382322,12,Home,1418167,Lucknow,1.58,1.58,4,Yes,Rejected
A0704,36,Male,Married,0,Graduate,Salaried,659822,623,1,511373,240,Education,464702,Jaipur,0.78,0.13,3,Yes,Rejected
A0705,51,Female,Married,3,Graduate,Salaried,1479802,446,1,1499273,24,Vehicle,1115472,Chennai,1.01,0.55,2,No,Rejected
A0706,31,Female,Widowed,2,Highschool,Salaried,919701,583,3,1380325,180,Vehicle,1152007,Lucknow,1.5,0.3,0,No,Rejected
A0707,36,Male,Married,0,Highschool,Salaried,1081809,512,0,1108507,60,Business,415162,Delhi,1.02,0.2,0,No,Rejected
A0708,28,Female,Single,1,Highschool,Salaried,505007,693,3,726776,60,Education,1619884,Mumbai,1.44,0.64,3,Yes,Rejected
A0709,24,Female,Single,1,Highschool,Salaried,937197,638,0,721029,36,Medical,1253914,Delhi,0.77,0.26,0,No,Rejected
A0710,24,Male,Single,0,Graduate,Salaried,265439,321,2,331773,180,Medical,1565491,Kolkata,1.25,0.54,4,Yes,Rejected
A0711,45,Female,Single,0,Graduate,Salaried,845649,404,0,1082099,12,Personal,808593,Indore,1.28,1.28,1,No,Rejected
A0712,23,Male,Single,1,Highschool,Salaried,412986,765,0,1488930,48,Vehicle,27738,Pune,3.61,0.9,3,Yes,Rejected
A0713,52,Male,Married,3,Highschool,Salaried,1445862,758,2,1322742,12,Education,1707861,Delhi,0.91,1.0,2,No,Rejected
A0714,23,Female,Married,1,Postgraduate,Salaried,229777,731,0,1112889,180,Business,1450255,Bhopal,4.84,0.32,1,No,Rejected
A0715,47,Female,Married,1,Highschool,Salaried,620661,520,3,497751,240,Home,57153,Ahmedabad,0.8,0.33,0,No,Rejected
A0716,49,Female,Single,0,Graduate,Salaried,398110,678,1,616031,120,Business,1786884,Chennai,1.55,0.31,0,No,Rejected
A0717,52,Female,Married,3,Postgraduate,Salaried,1233981,521,1,147367,60,Business,61009,Delhi,0.12,0.07,2,No,Rejected
A0718,39,Female,Married,1,Highschool,Self-employed,614627,557,3,1034622,36,Education,1922946,Delhi,1.68,0.85,4,Yes,Rejected
A0719,41,Female,Single,1,Highschool,Salaried,905937,666,2,768640,24,Vehicle,885978,Indore,0.85,0.56,2,No,Rejected
A0720,25,Female,Married,2,Graduate,Salaried,478011,648,0,507962,12,Education,484469,Kolkata,1.06,1.06,3,Yes,Rejected
A0721,38,Male,Married,0,Graduate,Self-employed,1393914,524,3,464716,60,Home,1745488,Ahmedabad,0.33,0.2,2,No,Rejected
A0722,48,Female,Single,2,Graduate,Self-employed,890568,535,1,677539,48,Education,1366991,Ahmedabad,0.76,0.26,0,No,Rejected
A0723,42,Male,Married,2,Postgraduate,Retired,759650,482,1,1233397,36,Personal,796229,Indore,1.62,0.62,4,Yes,Rejected
A0724,41,Female,Married,1,Highschool,Salaried,450449,743,3,344697,24,Business,1396850,Jaipur,0.77,0.78,4,Yes,Rejected
A0725,26,Female,Single,0,Graduate,Salaried,513732,305,1,1158783,12,Vehicle,71942,Indore,2.26,2.37,5,Yes,Rejected
A0726,21,Male,Divorced,3,Graduate,Self-employed,1417933,535,3,826487,48,Medical,118065,Bhopal,0.58,0.27,2,No,Rejected
A0727,25,Female,Married,1,Highschool,Salaried,980445,426,1,1176333,24,Home,1324685,Lucknow,1.2,0.66,3,Yes,Rejected
A0728,32,Female,Married,3,Graduate,Salaried,405827,403,3,1033730,120,Medical,1324453,Bhopal,2.55,0.7,0,No,Rejected
A0729,46,Male,Married,3,Highschool,Self-employed,402918,779,0,554623,60,Business,446439,Indore,1.38,0.28,1,No,Rejected
A0730,54,Female,Married,0,Graduate,Self-employed,1212671,454,0,920254,120,Education,1437902,Pune,0.76,0.08,4,Yes,Rejected
A0731,34,Female,Married,2,Highschool,Retired,542424,556,0,1410646,60,Medical,1568366,Jaipur,2.6,0.52,2,No,Rejected
A0732,46,Female,Married,0,Graduate,Retired,1042955,534,0,141340,48,Personal,682286,Pune,0.14,0.03,5,Yes,Rejected
A0733,47,Male,Single,3,Graduate,Self-employed,1123882,799,1,342955,240,Education,684143,Bhopal,0.31,0.07,3,Yes,Rejected
A0734,29,Female,Married,1,Postgraduate,Salaried,940045,588,2,1069738,120,Business,607648,Ahmedabad,1.14,0.24,3,Yes,Rejected
A0735,46,Female,Married,3,Highschool,Self-employed,1356245,809,3,992743,60,Medical,1216042,Bhopal,0.73,0.28,0,No,Approved
A0736,42,Female,Married,1,Graduate,Salaried,932318,851,2,1143131,36,Home,1419098,Mumbai,1.23,0.54,4,Yes,Rejected
A0737,50,Female,Single,1,Graduate,Salaried,358998,868,1,528373,48,Medical,720156,Kolkata,1.47,0.54,0,No,Rejected
A0738,37,Male,Married,0,Graduate,Self-employed,822995,597,1,1430657,60,Medical,290431,Chennai,1.74,0.42,5,Yes,Rejected
A0739,46,Male,Single,3,Graduate,Salaried,445847,436,2,1064211,12,Vehicle,1130680,Mumbai,2.39,2.66,1,No,Rejected
A0740,56,Female,Single,2,Graduate,Salaried,1476120,675,2,1421939,60,Medical,1734372,Indore,0.96,0.27,1,No,Rejected
A0741,21,Female,Single,3,Graduate,Salaried,1176006,386,1,1157975,120,Business,1397636,Delhi,0.98,0.15,1,No,Rejected
A0742,28,Male,Single,3,Postgraduate,Self-employed,1074168,718,1,751021,36,Home,1794268,Pune,0.7,0.29,3,Yes,Rejected
A0743,55,Male,Married,2,Graduate,Salaried,467614,498,3,854208,24,Business,1515359,Lucknow,1.83,1.3,4,Yes,Rejected
A0744,35,Female,Married,0,Graduate,Self-employed,1476043,762,0,1045161,240,Personal,1529275,Mumbai,0.71,0.04,0,No,Approved
A0745,42,Male,Single,3,Postgraduate,Salaried,1394601,736,0,906479,24,Education,1838196,Jaipur,0.65,0.32,0,No,Approved
A0746,34,Female,Married,3,Postgraduate,Self-employed,1156011,609,3,331615,60,Medical,1664069,Pune,0.29,0.21,5,Yes,Rejected
A0747,46,Male,Married,1,Postgraduate,Self-employed,992955,895,2,709981,24,Vehicle,232321,Mumbai,0.72,0.48,1,No,Approved
A0748,48,Male,Married,3,Graduate,Salaried,1466571,580,1,725219,60,Home,1932357,Ahmedabad,0.49,0.14,4,Yes,Rejected
A0749,43,Male,Single,2,Highschool,Salaried,493313,622,2,1089658,36,Vehicle,137837,Chennai,2.21,0.98,4,Yes,Rejected
A0750,34,Male,Married,1,Graduate,Salaried,354062,451,0,237852,24,Vehicle,444842,Bhopal,0.67,0.34,5,Yes,Rejected
A0751,44,Female,Widowed,0,Graduate,Retired,1054032,601,0,1437770,120,Vehicle,744067,Bhopal,1.36,0.14,2,No,Rejected
A0752,22,Male,Married,1,Graduate,Salaried,757373,577,2,697839,120,Medical,141879,Mumbai,0.92,0.25,4,Yes,Rejected
A0753,46,Male,Single,2,Graduate,Retired,1345640,307,0,430810,12,Home,10204,Indore,0.32,0.32,4,Yes,Rejected
A0754,34,Female,Single,2,Postgraduate,Salaried,906014,534,1,153010,60,Home,1796538,Jaipur,0.17,0.1,0,No,Rejected
A0755,27,Male,Married,1,Graduate,Self-employed,333114,860,3,1380660,24,Vehicle,713304,Indore,4.14,2.61,5,Yes,Rejected
A0756,23,Male,Divorced,0,Postgraduate,Self-employed,1056566,601,2,1422248,120,Education,1877128,Pune,1.35,0.25,4,Yes,Rejected
A0757,43,Female,Married,1,Graduate,Self-employed,691638,337,1,1007272,180,Medical,102903,Kolkata,1.46,0.18,4,Yes,Rejected
A0758,38,Male,Married,0,Graduate,Retired,757765,435,1,280680,36,Medical,415874,Chennai,0.37,0.2,0,No,Rejected
A0759,58,Female,Single,1,Graduate,Salaried,884076,720,0,499130,240,Business,823513,Chennai,0.56,0.03,4,Yes,Rejected
A0760,55,Female,Married,2,Graduate,Salaried,339133,518,1,1496728,36,Medical,780975,Bhopal,4.41,1.65,0,No,Rejected
A0761,35,Female,Married,3,Highschool,Self-employed,965710,647,2,636364,180,Vehicle,1607850,Chennai,0.66,0.17,2,No,Rejected
A0762,45,Female,Single,3,Highschool,Self-employed,545165,845,1,1003057,180,Personal,865754,Indore,1.84,0.23,3,Yes,Rejected
A0763,57,Male,Married,0,Postgraduate,Salaried,470001,378,3,169835,12,Vehicle,1929827,Jaipur,0.36,0.74,0,No,Rejected
A0764,48,Female,Widowed,0,Highschool,Salaried,623327,572,1,622757,36,Home,1965023,Jaipur,1.0,0.43,0,No,Rejected
A0765,30,Male,Single,0,Graduate,Salaried,982409,460,1,736712,36,Medical,574592,Bhopal,0.75,0.31,4,Yes,Rejected
A0766,59,Male,Married,2,Graduate,Salaried,544572,607,3,763478,24,Medical,1900600,Mumbai,1.4,1.03,0,No,Rejected
A0767,37,Male,Single,1,Graduate,Salaried,850332,673,1,1402970,60,Business,1369268,Jaipur,1.65,0.4,5,Yes,Rejected
A0768,59,Male,Married,2,Graduate,Salaried,913391,308,1,419055,48,Personal,1028341,Indore,0.46,0.18,1,No,Rejected
A0769,42,Male,Married,3,Highschool,Self-employed,705350,743,0,1090993,240,Medical,1409167,Delhi,1.55,0.08,1,No,Rejected
A0770,46,Male,Married,0,Graduate,Salaried,537164,412,2,203088,36,Business,1612850,Mumbai,0.38,0.35,2,No,Rejected
A0771,45,Male,Married,1,Graduate,Salaried,1277057,504,0,1059296,240,Business,336239,Kolkata,0.83,0.04,0,No,Rejected
A0772,37,Male,Single,3,Graduate,Salaried,866627,704,2,1313575,240,Personal,1140170,Lucknow,1.52,0.21,5,Yes,Rejected
A0773,33,Male,Divorced,3,Highschool,Salaried,1104329,496,3,362530,240,Vehicle,350425,Ahmedabad,0.33,0.18,4,Yes,Rejected
A0774,40,Male,Married,3,Graduate,Self-employed,961062,414,3,1440740,36,Vehicle,1639015,Chennai,1.5,0.69,4,Yes,Rejected
A0775,45,Female,Single,2,Highschool,Retired,337815,420,3,317767,48,Vehicle,1908606,Chennai,0.94,0.77,3,Yes,Rejected
A0776,24,Female,Married,0,Highschool,Salaried,827763,364,2,1209970,36,Education,1863222,Delhi,1.46,0.63,2,No,Rejected
A0777,30,Female,Married,3,Highschool,Self-employed,904133,575,2,746004,24,Vehicle,825177,Mumbai,0.83,0.55,5,Yes,Rejected
A0778,23,Male,Single,0,Highschool,Self-employed,519186,538,2,287486,24,Personal,502939,Bhopal,0.55,0.51,5,Yes,Rejected
A0779,38,Female,Married,2,Postgraduate,Self-employed,249476,601,3,1072320,48,Education,1222196,Indore,4.3,1.8,4,Yes,Rejected
A0780,56,Female,Divorced,3,Highschool,Salaried,1245471,691,2,1391132,120,Vehicle,141753,Delhi,1.12,0.21,3,Yes,Rejected
A0781,42,Female,Single,2,Postgraduate,Retired,490696,821,1,466590,36,Education,138056,Ahmedabad,0.95,0.44,4,Yes,Rejected
A0782,54,Male,Widowed,2,Postgraduate,Salaried,920602,668,0,1318383,120,Personal,158651,Jaipur,1.43,0.14,3,Yes,Rejected
A0783,28,Male,Single,0,Graduate,Salaried,884308,532,3,194702,240,Vehicle,1925818,Bhopal,0.22,0.21,1,No,Rejected
A0784,39,Male,Single,3,Highschool,Salaried,1455959,494,0,205509,36,Home,234347,Lucknow,0.14,0.05,5,Yes,Rejected
A0785,57,Male,Single,2,Graduate,Salaried,269093,311,1,455752,60,Medical,1758869,Bhopal,1.69,0.56,1,No,Rejected
A0786,26,Female,Married,3,Graduate,Salaried,216535,476,2,1262886,36,Personal,1469191,Delhi,5.83,2.5,4,Yes,Rejected
A0787,46,Female,Married,0,Graduate,Salaried,528634,516,0,932234,24,Business,686841,Kolkata,1.76,0.88,2,No,Rejected
A0788,54,Female,Single,2,Highschool,Salaried,456323,310,1,658910,12,Business,1049520,Delhi,1.44,1.58,0,No,Rejected
A0789,26,Female,Married,0,Graduate,Self-employed,458916,745,1,209935,180,Personal,618281,Delhi,0.46,0.16,2,No,Approved
A0790,57,Male,Married,3,Postgraduate,Self-employed,913895,463,0,360440,12,Business,271258,Delhi,0.39,0.39,2,No,Rejected
A0791,53,Male,Single,3,Graduate,Salaried,1478639,850,3,1266495,12,Personal,826278,Bhopal,0.86,0.98,0,No,Rejected
A0792,42,Male,Married,0,Highschool,Self-employed,241269,352,0,1020101,12,Home,739026,Delhi,4.23,4.23,5,Yes,Rejected
A0793,41,Female,Married,1,Graduate,Self-employed,1329250,517,3,1058101,180,Personal,1257496,Mumbai,0.8,0.19,1,No,Rejected
A0794,26,Male,Married,2,Highschool,Self-employed,1028894,659,2,796314,120,Vehicle,1305381,Bhopal,0.77,0.19,1,No,Rejected
A0795,26,Male,Widowed,3,Highschool,Salaried,1120631,684,3,169519,180,Vehicle,1343316,Jaipur,0.15,0.17,5,Yes,Rejected
A0796,24,Female,Married,3,Postgraduate,Self-employed,485291,355,2,811475,120,Education,628375,Mumbai,1.67,0.41,0,No,Rejected
A0797,50,Female,Widowed,2,Highschool,Retired,638744,417,0,1060655,180,Business,992791,Ahmedabad,1.66,0.11,3,Yes,Rejected
A0798,31,Male,Married,0,Highschool,Self-employed,968460,552,2,1405163,180,Medical,793339,Jaipur,1.45,0.22,2,No,Rejected
A0799,50,Male,Married,0,Highschool,Salaried,290925,479,1,1296688,36,Business,255035,Lucknow,4.46,1.69,4,Yes,Rejected
A0800,51,Male,Single,0,Postgraduate,Salaried,790669,714,2,144772,120,Personal,1207762,Chennai,0.18,0.17,1,No,Approved
A0801,44,Male,Married,1,Graduate,Salaried,1490906,534,3,222431,36,Medical,1860017,Bhopal,0.15,0.17,5,Yes,Rejected
A0802,29,Male,Married,1,Graduate,Salaried,1156176,379,3,982522,60,Medical,346990,Chennai,0.85,0.33,4,Yes,Rejected
A0803,23,Male,Single,3,Graduate,Salaried,1262307,321,3,294904,36,Business,1885249,Bhopal,0.23,0.22,0,No,Rejected
A0804,51,Female,Single,0,Highschool,Salaried,1349697,776,2,258988,12,Medical,1739661,Jaipur,0.19,0.28,4,Yes,Rejected
A0805,57,Female,Married,2,Graduate,Self-employed,465976,739,3,931303,48,Medical,805428,Lucknow,2.0,0.89,4,Yes,Rejected
